ID,y
679,102.78265
682,104.80595
685,107.202225
687,97.80366
688,93.95492
693,112.209564
696,99.452126
698,91.599045
701,99.29555
704,102.92575
705,117.35773
709,102.92203
710,101.8531
711,104.992744
712,101.179565
714,114.87121
715,90.71699
716,107.90545
717,95.11926
720,115.33808
721,92.527794
724,105.80708
725,95.91747
726,106.8954
728,108.38563
731,98.988075
734,108.79277
738,95.08908
745,107.07479
746,94.22472
751,79.1413
754,95.1746
756,96.264565
758,99.01662
759,111.26481
761,116.60217
766,98.39911
767,109.039856
768,89.95387
769,104.751755
770,101.48372
771,80.78088
772,106.48326
773,95.65834
774,106.11921
776,112.24545
777,106.09098
780,115.64153
782,104.34589
787,104.028046
788,93.2395
792,90.24355
793,113.612656
798,106.947334
800,91.40616
806,107.90545
809,111.58723
811,105.66259
812,94.96892
814,117.0708
816,107.86958
817,94.65798
818,103.738144
820,100.85999
823,95.38652
829,90.89267
830,112.424995
831,92.931435
834,113.03952
839,97.04199
841,83.32965
844,104.65445
845,93.4532
848,94.05253
850,116.0264
851,105.74245
852,101.11658
854,96.37721
855,98.248116
856,111.66526
859,102.496735
861,106.11921
864,93.90689
865,105.9188
866,91.44343
867,97.41229
869,97.10335
871,93.954475
872,107.90545
882,106.173454
883,92.90404
885,95.3917
888,98.71314
893,106.941956
901,108.44867
903,104.33145
904,92.60137
905,107.002815
910,98.03359
911,113.68698
914,110.74897
918,104.2578
921,91.70071
928,95.76426
929,107.03809
932,103.43572
933,96.61459
934,98.03359
935,111.0366
937,82.354904
939,93.70401
940,103.65234
941,97.22136
942,105.801926
943,91.80963
944,104.029976
947,107.90545
949,110.45223
951,102.392426
952,94.52476
953,104.33145
954,78.656746
957,112.10307
959,88.981834
960,111.70482
963,117.0708
965,107.90545
967,108.34093
971,91.5321
972,77.92315
973,91.596
974,109.659386
975,97.92461
978,106.62446
980,98.880486
981,92.25605
984,112.05762
986,98.03359
988,89.95387
989,109.5561
990,106.54722
992,108.44867
996,101.35346
999,107.74034
1000,102.836586
1001,105.9188
1002,90.5426
1003,112.24545
1004,90.879105
1008,111.80257
1009,98.95562
1010,108.82276
1012,113.63233
1013,92.14153
1014,106.88147
1015,94.45958
1016,115.912674
1019,92.84584
1020,105.81709
1021,98.03359
1022,103.69738
1024,98.03359
1025,89.30453
1027,95.797134
1028,111.935295
1029,98.37239
1030,98.750854
1033,112.27316
1036,102.870804
1037,107.6655
1038,91.88413
1042,93.70401
1043,106.52322
1044,94.94107
1045,112.50171
1047,116.05365
1050,94.9915
1051,107.34011
1054,95.00227
1056,92.25605
1057,94.14642
1059,95.52723
1062,104.92247
1063,102.54543
1064,92.25605
1066,93.24344
1070,112.886314
1076,111.494736
1077,97.99143
1078,111.35075
1080,105.3172
1082,100.42978
1083,98.74662
1089,106.10926
1091,98.71314
1093,95.99322
1097,96.103325
1099,93.857666
1101,98.03359
1103,99.53408
1104,114.0117
1106,104.69581
1109,94.97075
1110,108.62244
1111,104.30159
1112,109.084274
1114,93.08356
1116,99.137695
1117,107.6672
1120,96.28882
1124,110.354065
1125,95.17344
1126,113.66934
1134,105.02095
1137,90.85598
1138,111.555786
1144,109.29937
1145,94.53088
1146,93.232025
1148,99.94677
1150,99.14793
1152,102.570816
1153,101.01766
1154,105.351814
1155,92.46818
1157,96.59215
1162,95.82546
1165,111.24306
1166,96.09206
1167,103.55376
1168,100.28563
1169,102.496735
1171,116.555664
1172,96.380196
1173,102.496735
1174,97.58496
1176,101.44838
1177,107.53389
1178,94.76266
1182,112.381004
1186,100.57154
1187,108.75081
1188,92.02531
1189,115.64153
1191,103.80759
1192,95.89144
1197,114.306595
1198,94.8766
1200,78.631516
1201,94.30621
1203,97.06956
1209,117.0708
1214,108.42551
1218,111.93524
1222,93.92639
1226,97.83643
1228,95.897446
1230,102.61433
1232,78.3548
1233,109.66026
1236,113.25677
1238,97.24491
1241,109.29937
1244,99.01522
1246,96.330925
1247,101.20087
1250,106.06937
1251,98.82771
1254,104.343864
1255,101.570984
1256,109.62129
1257,96.38435
1258,110.11309
1259,109.85852
1260,92.6718
1263,110.34531
1267,78.90955
1268,110.13574
1271,96.51155
1272,106.941956
1274,109.10088
1275,95.82546
1276,107.34011
1277,91.56267
1279,93.232025
1281,97.20964
1282,92.02531
1283,105.80887
1285,105.13048
1286,97.00473
1289,113.21057
1296,98.68653
1299,99.93666
1301,101.21977
1306,90.858
1307,94.63227
1308,94.71399
1313,107.34011
1314,95.75542
1315,108.62244
1316,92.803375
1317,107.259346
1319,93.81224
1323,104.27163
1324,108.14897
1325,95.854095
1328,102.94038
1329,91.97531
1330,106.11921
1331,98.3887
1332,105.206924
1337,99.83262
1338,99.99698
1339,91.38204
1340,103.74298
1343,108.532104
1347,110.96527
1348,97.056145
1349,109.47438
1352,94.27737
1354,99.98159
1359,110.643906
1360,97.83988
1363,107.483734
1364,100.45345
1365,102.39864
1366,106.43449
1372,103.89888
1375,103.48722
1376,96.94314
1378,94.69943
1379,106.65623
1380,98.98056
1381,101.135765
1384,110.46811
1387,100.41148
1388,108.46117
1392,75.545845
1394,107.162674
1395,95.32798
1396,108.65758
1398,96.04411
1399,108.65758
1400,90.24361
1401,94.01789
1403,103.09998
1404,98.82675
1406,108.65758
1407,94.05773
1408,112.64257
1410,78.97238
1412,108.880005
1413,94.02448
1415,95.706696
1420,112.64257
1422,109.12968
1423,99.66068
1424,112.64257
1425,99.675446
1426,78.97238
1427,99.59355
1429,98.37099
1430,106.10649
1431,100.93001
1432,98.8767
1434,109.94796
1437,94.336136
1438,103.7465
1440,110.39443
1441,105.011795
1442,95.892166
1444,106.59001
1445,97.0412
1446,102.255196
1448,94.3074
1453,94.65341
1454,108.880005
1455,98.87241
1456,104.75214
1458,108.880005
1459,94.810646
1461,97.22805
1465,100.41148
1466,110.32571
1469,106.46277
1472,94.65341
1474,94.56379
1477,106.906006
1479,103.82613
1482,108.02074
1483,77.91662
1487,95.010605
1488,104.4928
1490,114.347015
1492,104.58057
1494,115.61692
1496,99.03285
1497,95.71998
1499,102.45873
1502,97.10628
1507,103.99851
1508,94.27737
1509,103.25037
1511,96.36092
1512,107.74111
1513,116.43792
1514,101.256
1518,111.438545
1519,92.384895
1522,111.154236
1524,77.76131
1527,95.892166
1529,94.75721
1532,106.65104
1536,116.51365
1537,116.98778
1539,102.803856
1542,110.08277
1543,96.94314
1544,103.218414
1545,79.50076
1550,94.33805
1551,100.158165
1554,116.228584
1556,105.76657
1559,92.825356
1560,77.62141
1562,98.69889
1566,92.458885
1567,110.50106
1569,105.67762
1570,109.64521
1571,112.200386
1574,94.27737
1578,105.20101
1580,93.75032
1583,103.262596
1584,94.27737
1585,106.60843
1586,105.021935
1587,112.47832
1588,95.61786
1590,115.61302
1592,104.53102
1596,102.15719
1598,111.54431
1599,94.85836
1604,110.40046
1606,103.94611
1607,94.02448
1608,102.57996
1609,116.77463
1611,95.889
1613,97.969124
1616,96.42232
1619,107.930176
1620,94.27499
1621,108.93974
1622,95.57677
1625,108.70272
1627,116.77463
1629,101.61912
1634,97.87347
1636,95.00527
1638,105.08892
1639,96.356
1641,101.56623
1643,95.02014
1644,99.38049
1645,115.372284
1646,101.05572
1647,116.51788
1648,94.96992
1652,93.75032
1653,111.87646
1656,94.410576
1658,94.85836
1659,108.78865
1661,101.65222
1663,94.02448
1664,107.679565
1665,95.41009
1666,105.76657
1667,101.58282
1668,78.049446
1669,104.24142
1670,95.28378
1672,113.02986
1674,103.71388
1677,104.4928
1678,93.48073
1679,111.45529
1680,98.80353
1683,109.04239
1686,104.64351
1687,109.83349
1689,109.303764
1690,93.41941
1691,115.169945
1692,112.059746
1693,94.27737
1695,96.06428
1696,94.65341
1697,108.91443
1700,105.76657
1701,96.04628
1702,113.51588
1703,92.21884
1704,105.70437
1706,96.1135
1707,112.426834
1708,95.95706
1710,91.406456
1711,106.771614
1713,102.07088
1717,108.306404
1719,105.20101
1720,97.1489
1722,95.29591
1725,104.07003
1726,96.45847
1727,100.80938
1729,100.69922
1730,93.2165
1731,106.20165
1733,105.76657
1734,95.412476
1735,109.12968
1738,97.969124
1742,103.25997
1745,103.71388
1747,94.5997
1749,99.6512
1751,94.82456
1752,77.542305
1753,107.75868
1754,102.160736
1755,94.91064
1756,101.76568
1758,106.40689
1759,98.87241
1760,107.66267
1761,110.37143
1762,94.07235
1763,106.39814
1764,108.65173
1766,100.181854
1768,91.733795
1769,78.981316
1771,115.55453
1772,97.80991
1773,107.63201
1774,98.854965
1775,110.71455
1777,112.7029
1779,98.87241
1780,107.98312
1787,93.24515
1788,94.13595
1790,94.75341
1796,114.20424
1801,93.17907
1803,94.23454
1807,114.19012
1809,105.39675
1812,96.81768
1813,110.05126
1814,100.769
1815,109.175125
1816,95.74209
1818,93.04208
1820,92.94889
1821,111.94978
1822,95.199036
1825,95.85016
1826,108.811646
1828,93.54784
1831,104.3302
1836,102.462395
1837,93.99157
1841,94.56379
1844,102.05238
1848,92.55804
1851,102.803856
1852,97.59477
1853,93.29525
1854,98.17267
1856,104.1268
1859,105.39675
1860,95.2982
1861,77.92992
1863,108.6312
1865,97.6686
1866,104.08644
1867,96.60918
1868,93.51462
1872,94.510254
1879,98.63301
1880,106.32488
1882,95.874084
1885,109.04239
1887,103.74606
1888,97.683945
1890,102.08453
1894,97.747505
1895,103.38871
1896,94.22083
1897,108.69779
1900,112.37843
1901,92.825356
1902,105.41805
1905,95.65579
1906,108.9673
1912,105.20101
1915,97.53666
1916,104.5644
1917,93.94144
1918,105.562485
1920,77.1338
1923,100.01568
1924,102.26127
1925,94.91994
1930,116.77463
1932,112.005516
1933,112.52274
1934,115.69499
1935,92.983376
1940,78.97238
1941,97.63988
1942,112.44129
1943,94.95562
1944,92.84135
1945,101.86278
1948,116.98778
1949,93.78421
1952,99.85508
1954,94.27737
1955,117.53378
1958,95.83959
1959,82.855415
1960,106.39814
1963,95.857285
1965,102.09114
1968,103.60584
1969,100.67769
1971,96.66286
1972,109.89572
1973,93.333115
1975,92.28018
1977,100.59858
1978,97.44393
1979,111.817665
1981,92.36981
1982,109.58242
1987,109.558044
1988,92.458885
1993,102.51968
1997,94.04011
1999,97.58468
2001,97.969124
2002,115.51531
2003,95.56203
2004,76.36722
2006,109.8988
2007,89.85393
2009,107.39626
2010,93.89798
2013,107.982315
2018,73.71022
2022,97.75078
2024,105.385056
2025,95.9303
2026,102.770164
2030,108.29405
2031,95.92159
2032,105.20101
2033,98.18104
2035,97.44131
2036,112.70483
2037,93.37792
2040,97.30804
2043,111.38954
2044,113.16861
2046,105.50437
2054,107.12997
2055,100.44065
2056,107.98312
2059,93.84128
2060,92.825356
2062,95.237175
2063,109.86078
2066,97.747505
2067,115.1373
2072,96.84236
2073,107.185005
2074,106.19638
2075,100.92807
2076,93.16203
2080,97.33028
2082,92.825356
2085,98.301704
2087,109.348694
2091,105.20985
2092,98.41605
2093,107.98312
2098,102.182846
2101,106.39814
2102,93.07474
2103,78.97238
2105,103.80763
2106,92.74044
2107,100.08242
2110,95.8033
2114,99.96717
2115,112.32909
2117,85.25935
2118,94.57609
2119,103.69567
2120,95.40804
2122,101.40509
2123,113.57909
2126,94.62996
2127,108.77575
2128,93.40826
2129,106.8753
2132,108.28378
2135,104.96378
2138,104.64373
2139,116.77463
2141,111.35306
2142,92.11253
2146,99.95553
2151,110.84531
2157,108.27621
2159,101.87053
2162,91.86554
2164,116.08417
2167,93.42255
2168,109.129326
2171,95.38472
2173,95.437065
2174,104.30694
2175,93.6187
2178,91.68642
2180,98.17997
2185,109.285545
2189,91.438774
2190,111.50509
2192,103.20981
2194,113.07433
2200,102.504036
2201,95.5736
2203,106.20938
2204,94.92502
2205,110.40172
2209,111.86002
2213,102.811646
2214,93.55348
2215,109.24623
2216,95.61149
2218,94.130394
2219,108.212364
2220,98.63035
2222,100.05571
2223,105.4365
2225,111.13769
2226,96.82296
2230,100.69822
2233,114.22965
2234,109.8192
2235,94.92502
2236,77.24902
2237,92.38785
2240,115.336426
2241,95.06801
2248,102.61681
2249,102.06612
2250,100.36199
2252,109.23901
2253,98.124695
2254,111.92572
2256,74.091415
2258,95.20688
2259,104.52295
2262,97.84227
2265,91.544785
2266,102.919136
2269,97.843285
2271,100.191154
2273,93.17625
2274,110.146675
2275,95.649055
2277,97.922935
2279,94.92502
2280,77.23739
2282,98.17997
2283,100.91304
2288,94.18387
2289,108.7081
2291,95.07577
2292,115.60339
2297,108.0331
2298,106.52896
2299,97.22562
2300,110.9427
2301,92.91049
2304,97.46161
2305,100.78448
2306,97.84227
2308,94.208244
2309,99.34753
2311,109.00357
2312,103.42298
2316,102.7275
2321,104.340096
2322,106.81974
2325,104.08609
2326,97.738716
2329,115.60339
2330,98.41222
2331,101.515976
2332,110.36849
2333,97.84227
2334,104.161545
2335,109.45405
2337,105.714966
2338,104.04109
2340,110.36849
2342,106.018715
2345,94.86963
2349,95.92062
2351,78.18417
2352,95.933105
2354,113.78486
2355,111.168335
2357,111.13769
2358,94.14825
2360,99.75003
2361,113.78486
2364,95.85488
2366,98.85036
2369,97.093025
2370,97.24593
2371,112.21594
2373,102.65132
2374,102.413414
2376,112.340195
2378,104.22683
2382,102.12082
2383,92.74375
2386,107.51063
2387,99.683876
2389,104.25176
2390,104.504944
2392,91.7215
2398,110.36849
2399,94.25759
2400,96.70684
2401,111.284004
2402,94.479385
2404,99.14069
2407,102.660324
2408,101.004974
2409,107.03927
2412,82.54748
2413,103.331894
2415,96.38947
2420,103.182686
2422,97.90037
2423,102.12402
2426,93.46429
2432,99.18595
2434,90.86704
2435,103.13774
2436,111.30854
2438,104.23703
2440,105.736534
2443,101.44061
2444,92.888565
2447,102.61681
2450,94.53456
2454,103.483795
2455,108.56446
2459,97.84227
2460,102.08046
2463,97.02665
2465,98.73953
2468,78.97238
2469,95.33658
2474,93.690216
2478,93.61206
2480,93.70549
2481,115.336426
2489,98.17997
2490,102.17832
2492,93.98924
2496,97.84227
2497,106.82496
2500,93.84453
2505,97.51564
2507,98.007095
2508,110.40172
2509,94.32863
2510,77.31275
2513,91.90223
2515,98.17997
2518,92.74375
2519,103.4886
2520,92.74375
2521,108.68916
2523,99.20836
2525,96.683525
2529,109.964714
2530,95.70797
2533,104.07638
2535,92.9525
2538,100.72787
2544,106.62258
2553,108.77475
2556,94.88084
2558,92.14958
2559,111.16415
2560,94.83133
2561,110.140236
2562,95.99804
2563,106.81406
2564,90.314445
2565,115.36106
2567,100.59634
2572,93.589386
2575,94.99197
2576,113.99098
2577,91.33302
2578,97.39233
2579,106.783226
2580,94.51573
2582,102.69368
2583,93.64832
2587,91.53517
2589,108.40607
2590,97.26924
2591,109.964714
2594,94.89342
2597,96.22615
2598,105.09881
2599,95.98589
2600,102.14677
2602,117.253044
2603,93.589386
2604,97.62577
2606,99.4772
2607,77.542305
2608,96.98233
2613,110.40172
2614,102.7571
2615,110.86985
2617,111.791855
2620,99.876595
2623,109.28266
2624,98.36222
2627,110.40172
2629,77.542305
2630,98.288895
2632,99.35595
2636,95.573555
2639,107.87531
2640,105.87471
2642,109.964714
2644,105.45011
2646,99.20434
2647,97.46322
2649,92.83836
2650,103.46534
2652,105.66437
2653,97.95669
2655,101.913246
2657,111.4999
2659,107.77866
2662,92.82392
2663,115.336426
2664,96.72965
2665,102.812515
2670,97.21674
2671,107.592766
2672,90.26957
2675,105.66437
2677,106.846466
2679,99.28825
2683,107.67102
2684,95.8488
2685,102.76748
2688,104.23487
2689,102.53295
2690,103.911736
2693,103.71843
2694,106.90434
2697,104.931755
2699,94.14188
2703,93.44902
2705,104.156876
2709,80.32036
2710,93.85069
2711,108.82911
2712,98.01322
2713,101.8005
2714,107.385666
2715,96.73409
2717,93.062836
2718,111.51885
2720,109.06786
2721,93.53452
2726,99.2554
2728,90.52991
2731,101.91455
2732,109.174965
2734,93.61642
2736,102.12864
2737,95.79944
2738,102.2676
2739,97.08314
2746,95.73901
2749,104.94545
2751,115.372284
2752,102.62182
2753,96.86271
2757,103.04506
2758,93.73048
2759,108.44717
2760,112.74625
2762,107.85759
2764,93.68682
2765,107.87361
2769,109.238075
2771,108.280014
2774,92.04422
2776,95.174126
2777,97.911476
2778,96.9257
2779,106.58332
2782,96.55781
2784,91.4476
2787,96.70397
2789,95.80205
2792,95.52818
2798,95.54577
2799,102.429855
2800,94.65345
2801,76.114235
2802,97.002975
2804,94.56042
2807,103.201385
2808,102.154594
2809,98.03892
2811,120.391136
2812,94.85228
2814,95.959625
2816,101.20888
2817,110.34971
2818,103.59907
2820,100.882935
2821,79.81108
2822,96.052185
2823,106.55876
2824,93.46013
2826,98.63742
2829,93.90535
2834,97.23704
2835,78.89767
2838,100.52575
2839,108.72365
2840,92.08175
2841,104.61152
2842,97.747505
2846,113.687805
2848,98.913475
2849,91.43907
2850,107.385666
2851,93.42762
2853,90.73178
2854,109.964714
2858,104.18808
2861,103.76046
2864,94.012505
2865,115.336426
2866,100.859055
2867,94.91229
2868,113.11006
2870,111.68674
2877,107.31348
2878,110.40172
2880,113.442924
2882,78.15848
2883,95.34256
2884,103.31454
2885,99.25504
2887,97.969124
2888,106.61583
2889,92.22269
2890,102.675575
2891,105.36025
2892,116.5352
2893,95.747154
2898,111.40022
2899,104.11806
2900,109.61092
2901,93.17174
2909,102.122925
2910,108.30352
2911,124.50558
2913,99.43553
2914,103.50259
2918,99.56812
2919,110.82699
2920,103.51263
2921,110.40172
2922,97.33844
2923,103.88357
2925,116.21124
2926,94.51573
2927,109.92754
2929,113.156685
2933,94.38542
2934,105.88076
2936,99.410034
2941,96.79103
2942,97.40935
2943,110.16379
2945,102.8152
2950,94.458244
2951,110.19626
2953,107.51904
2954,100.66355
2955,104.11791
2956,97.11207
2960,102.930405
2962,94.315544
2963,105.044334
2964,103.74235
2966,77.27896
2967,94.53984
2968,98.3937
2969,91.85333
2971,92.7072
2972,106.76669
2974,97.083466
2975,101.87416
2977,115.61692
2980,106.52397
2981,89.850876
2983,100.93755
2984,98.84524
2985,115.955986
2986,100.12916
2987,106.76669
2989,91.090744
2990,110.56973
2991,117.88338
2992,78.981316
2995,104.931755
2996,96.25934
3002,113.455574
3004,104.431816
3005,115.32958
3006,92.28157
3010,100.90957
3011,104.409195
3014,94.51573
3015,96.93281
3016,94.336136
3017,100.71584
3018,94.06729
3021,102.96749
3024,105.09881
3028,94.60549
3030,96.55651
3032,94.03134
3039,94.15762
3040,103.13034
3041,97.06428
3043,105.87353
3044,114.092316
3046,104.998215
3055,95.87504
3056,108.094406
3058,92.42676
3059,105.81601
3061,116.98778
3063,106.213135
3066,95.33105
3067,105.09881
3068,77.781815
3069,93.45796
3072,116.37648
3073,112.94102
3074,94.66481
3077,94.840675
3082,98.772064
3084,104.931755
3085,103.27945
3088,105.45011
3091,92.47043
3092,112.89783
3093,98.334915
3094,102.51428
3096,111.52483
3097,91.04384
3098,73.59632
3102,116.2386
3106,92.573166
3109,93.66483
3111,92.67639
3112,115.32958
3113,92.43742
3115,96.98233
3116,109.24467
3117,97.12941
3121,101.83512
3122,96.117424
3123,93.8772
3124,102.99484
3125,94.336136
3126,99.00619
3127,115.169945
3129,92.71496
3130,111.92658
3132,105.08828
3134,106.29609
3135,103.307465
3137,76.5007
3138,124.78025
3140,105.38542
3144,104.35945
3145,104.66606
3146,110.860275
3147,95.57887
3148,100.92798
3149,104.14826
3150,110.87105
3151,96.64624
3152,98.711586
3155,99.14256
3156,107.385666
3159,92.64551
3161,98.12498
3162,106.60028
3163,94.35031
3165,103.7577
3172,97.6242
3173,100.37875
3176,93.73362
3177,106.0106
3179,101.87416
3183,95.15589
3186,96.896225
3187,100.33965
3189,105.776886
3190,97.74491
3192,115.169945
3193,97.6242
3194,113.89758
3197,95.41009
3198,94.39378
3200,97.56208
3201,117.114815
3202,94.39378
3204,97.30804
3205,92.93405
3206,103.735085
3208,103.32244
3210,102.77229
3211,100.75923
3212,116.98778
3213,94.56486
3214,106.35747
3216,103.41208
3219,92.05285
3220,108.368225
3221,92.43742
3226,107.15795
3227,103.66515
3228,100.187035
3229,96.7766
3232,78.97238
3233,93.67156
3234,94.6964
3236,101.66053
3238,109.16825
3239,108.90533
3240,92.35698
3247,106.74832
3249,104.127
3252,123.65966
3253,103.76662
3254,103.89528
3255,98.74326
3256,103.699425
3257,97.792656
3262,107.35583
3263,105.76657
3264,97.11207
3266,110.74575
3267,103.92449
3269,98.74428
3272,115.955986
3274,95.41009
3275,103.488266
3277,102.34049
3279,96.120476
3280,104.55005
3283,96.04132
3285,97.969124
3287,103.26925
3288,105.09881
3290,99.47425
3291,91.66146
3298,106.04039
3299,96.7185
3302,106.44104
3303,92.88108
3304,105.90847
3307,95.043526
3309,97.138336
3314,77.24902
3316,110.03653
3317,97.481674
3319,94.55866
3320,107.03053
3321,96.76248
3322,104.10527
3324,92.60836
3326,93.54213
3329,100.560905
3330,90.314445
3331,111.151985
3335,116.5352
3337,97.78707
3338,104.12335
3339,97.982956
3340,116.57428
3341,96.20704
3343,92.31803
3346,93.70809
3348,92.1693
3351,104.88455
3352,121.7983
3355,91.958466
3356,112.208626
3358,104.18648
3359,97.14678
3360,100.65525
3371,96.00112
3372,93.07694
3374,97.23377
3377,106.219345
3378,92.81238
3380,106.04942
3382,98.13467
3386,94.67061
3389,105.10046
3391,104.42653
3393,97.01208
3394,104.947784
3395,93.54423
3397,110.40172
3398,99.14783
3399,80.387085
3400,94.44417
3404,105.08596
3407,110.365364
3409,101.6802
3419,102.61179
3421,99.61049
3425,95.50484
3427,78.35711
3428,115.955986
3429,104.63677
3431,95.99621
3435,94.14557
3436,109.18036
3439,95.012856
3441,101.38621
3442,115.955986
3443,107.35583
3444,103.76777
3445,94.751564
3446,105.31908
3449,92.825356
3453,98.923546
3457,106.34387
3460,101.933495
3461,104.66278
3462,94.65341
3464,106.213135
3465,77.781815
3466,91.20191
3467,104.39811
3468,97.56342
3469,103.94904
3470,95.89029
3472,109.964714
3473,95.71701
3475,92.32434
3476,108.17399
3478,106.49282
3479,91.64899
3483,93.94667
3484,104.95169
3485,100.79703
3487,92.41771
3488,107.339516
3496,111.03831
3497,100.15535
3499,100.93001
3500,77.40144
3501,95.024635
3504,92.40502
3508,103.249146
3511,94.89121
3512,108.14031
3515,93.34552
3517,94.6783
3518,96.03537
3526,111.2221
3528,114.8605
3529,99.40627
3530,113.48712
3531,93.741295
3532,104.13546
3533,96.727936
3534,96.40929
3535,77.72772
3536,99.07214
3537,108.530876
3538,91.232376
3539,103.67894
3540,102.912575
3545,105.14043
3546,91.62764
3550,106.38518
3551,103.13197
3553,94.65148
3554,101.933495
3557,91.56699
3558,109.62763
3559,92.825356
3561,91.17744
3562,110.40172
3563,96.084724
3564,104.88455
3565,94.751564
3567,93.049995
3571,104.88455
3572,99.71495
3574,108.19286
3576,95.425674
3577,106.46821
3578,93.0823
3579,93.5453
3583,95.755196
3585,100.87037
3586,105.55043
3587,114.06612
3593,92.34758
3594,104.54069
3595,94.15762
3599,97.0009
3600,104.27611
3601,109.964714
3602,92.825356
3604,98.278984
3609,116.89849
3610,107.43568
